Player,npxG/90,npxG_per_shot,Consistency
Rodrigo Bentancur,0.1317365269461078,0.14666666666666667,0.019321357285429143
Jack Harrison,0.15614617940199335,0.12051282051282051,0.018817616492035096
Luke Ayling,0.14035087719298245,0.13333333333333333,0.01871345029239766
Leandro Trossard,0.17475728155339806,0.10588235294117647,0.01850371216447744
Crysencio Summerville,0.18354430379746833,0.09999999999999999,0.018354430379746833
Bruno Fernandes,0.20923913043478262,0.08750000000000001,0.018308423913043482
Harry Wilson,0.1639344262295082,0.1111111111111111,0.018214936247723135
Daniel Podence,0.19796954314720813,0.09069767441860464,0.017955377169165388
Kevin De Bruyne,0.20817843866171004,0.08615384615384615,0.017935373177008863
Bobby Reid,0.14181818181818182,0.12580645161290321,0.017841642228739
Abdoulaye Doucouré,0.1411764705882353,0.12,0.016941176470588234
Vitaly Janelt,0.09795918367346938,0.17142857142857143,0.016793002915451893
Christian Pulisic,0.18681318681318682,0.08947368421052632,0.016714864083285135
Granit Xhaka,0.14114114114114115,0.11750000000000001,0.016584084084084086
Stuart Armstrong,0.15384615384615385,0.10434782608695652,0.016053511705685617
Ryan Sessegnon,0.17777777777777778,0.08888888888888889,0.01580246913580247
Jaidon Anthony,0.15714285714285717,0.1,0.01571428571428572
Tomáš Souček,0.12779552715654952,0.11764705882352941,0.01503476790077053
Wilfried Zaha,0.1889763779527559,0.07741935483870968,0.014630429260858523
Casemiro,0.14406779661016947,0.09999999999999999,0.014406779661016946
Demarai Gray,0.16845878136200718,0.08545454545454546,0.014395568589116978
Matheus Cunha,0.1869158878504673,0.07692307692307693,0.014378145219266718
Mohamed Elyounoussi,0.14522821576763484,0.09722222222222222,0.014119409866297832
Brenden Aaronson,0.14772727272727273,0.0951219512195122,0.014052106430155212
Sean Longstaff,0.1285714285714286,0.1090909090909091,0.014025974025974029
Danilo,0.13888888888888887,0.1,0.013888888888888888
Marcus Tavernier,0.1597938144329897,0.08378378378378379,0.013388130398439679
Carlos Alcaraz,0.16666666666666666,0.07916666666666666,0.013194444444444443
Rodri,0.14241486068111456,0.092,0.01310216718266254
Jeffrey Schlupp,0.11387900355871886,0.1142857142857143,0.013014743263853585
Conor Gallagher,0.1388888888888889,0.08928571428571429,0.012400793650793652
Fabian Schär,0.13764044943820225,0.08750000000000001,0.012043539325842697
Willian,0.14406779661016947,0.08292682926829269,0.01194708557255064
Adam Armstrong,0.14189189189189189,0.084,0.011918918918918919
Diogo Dalot,0.10460251046025106,0.11363636363636363,0.011886648915937619
Joe Aribo,0.11029411764705882,0.10714285714285714,0.011817226890756302
Ryan Christie,0.13725490196078433,0.08484848484848484,0.011645870469399881
Kurt Zouma,0.0995475113122172,0.11578947368421054,0.011526553941414625
Kamaldeen Sulemana,0.15887850467289721,0.07083333333333333,0.011253894080996885
Michael Keane,0.11926605504587157,0.09285714285714286,0.01107470511140236
Fred,0.14388489208633093,0.07692307692307693,0.011068068622025458
Naby Keïta,0.18181818181818182,0.06,0.010909090909090908
Pablo Fornals,0.1317365269461078,0.08148148148148149,0.010734087380793969
Morgan Gibbs-White,0.13333333333333333,0.08,0.010666666666666666
Lucas Paquetá,0.1506276150627615,0.07058823529411765,0.010632537533841989
Philippe Coutinho,0.15909090909090906,0.06666666666666667,0.010606060606060603
Jordan Ayew,0.10596026490066227,0.1,0.010596026490066227
Anthony Elanga,0.14893617021276595,0.06999999999999999,0.010425531914893616
Saïd Benrahma,0.16956521739130434,0.06,0.01017391304347826
Lewis Hall,0.12328767123287672,0.08181818181818182,0.01008717310087173
Ben Mee,0.08815426997245181,0.1142857142857143,0.01007477371113735
Ryan Yates,0.11274509803921569,0.08846153846153845,0.009973604826546002
Ivan Perišić,0.11111111111111112,0.0896551724137931,0.00996168582375479
Pedro Porro,0.14285714285714288,0.06923076923076923,0.009890109890109891
Degnand Gnonto,0.12000000000000001,0.08181818181818182,0.00981818181818182
Tom Cairney,0.13636363636363635,0.07142857142857142,0.009740259740259738
Jesse Lingard,0.0970873786407767,0.1,0.00970873786407767
Gonçalo Guedes,0.15189873417721517,0.06315789473684211,0.009593604263824116
Amadou Onana,0.10869565217391304,0.08823529411764706,0.00959079283887468
Dwight McNeil,0.12589928057553956,0.07608695652173914,0.009579293087269316
Noni Madueke,0.1267605633802817,0.075,0.009507042253521126
Sekou Mara,0.16129032258064516,0.058823529411764705,0.009487666034155597
Bruno Guimarães,0.0924092409240924,0.09999999999999999,0.00924092409240924
Aaron Wan-Bissaka,0.07547169811320754,0.12,0.009056603773584904
Joël Veltman,0.07407407407407407,0.12000000000000001,0.008888888888888889
Emerson,0.08808290155440414,0.09999999999999999,0.008808290155440414
Sam Greenwood,0.14893617021276595,0.05833333333333333,0.008687943262411346
Kiernan Dewsbury-Hall,0.09374999999999999,0.0923076923076923,0.008653846153846153
Matt Doherty,0.10810810810810811,0.08,0.008648648648648649
Curtis Jones,0.10434782608695652,0.08,0.008347826086956521
Sven Botman,0.07204610951008646,0.11363636363636363,0.008187057898873461
Adam Webster,0.08144796380090498,0.1,0.008144796380090498
Josh Dasilva,0.09740259740259741,0.08333333333333333,0.008116883116883116
James Tarkowski,0.08157894736842106,0.096875,0.00790296052631579
Bernardo Silva,0.08979591836734695,0.08800000000000001,0.007902040816326531
Ben Chilwell,0.08974358974358974,0.0875,0.007852564102564102
Cristian Romero,0.057034220532319393,0.13636363636363635,0.007777393708952644
Rúben Dias,0.058558558558558564,0.13,0.007612612612612614
Ibrahima Konaté,0.06976744186046512,0.10909090909090909,0.0076109936575052845
Matheus Nunes,0.08759124087591241,0.08571428571428572,0.007507820646506778
Fabio Vieira,0.14035087719298245,0.05333333333333334,0.007485380116959065
Mateo Kovačić,0.09473684210526316,0.0782608695652174,0.007414187643020596
Allan Saint-Maximin,0.12903225806451613,0.05714285714285715,0.0073732718894009225
Virgil van Dijk,0.08253968253968254,0.08666666666666667,0.007153439153439154
Douglas Luiz,0.08615384615384615,0.08235294117647059,0.007095022624434389
Timothy Castagne,0.06077348066298342,0.11578947368421054,0.007036929339924397
Felipe,0.07594936708860758,0.0923076923076923,0.007010710808179161
Christian Nørgaard,0.08163265306122448,0.08421052631578947,0.006874328678839956
Harvey Elliott,0.11731843575418996,0.058333333333333334,0.006843575418994414
Dejan Kulusevski,0.11304347826086956,0.06046511627906977,0.0068351870576339735
Mathias Jensen,0.0707395498392283,0.09565217391304348,0.006766391723752272
Pedro Neto,0.10280373831775702,0.06470588235294118,0.006652006597031337
Mason Mount,0.1092896174863388,0.06060606060606061,0.00662361318099023
Marcel Sabitzer,0.09999999999999999,0.06363636363636363,0.006363636363636362
Liam Cooper,0.06329113924050632,0.1,0.006329113924050632
Thomas Partey,0.07971014492753624,0.07857142857142858,0.006262939958592134
João Palhinha,0.08405797101449275,0.07435897435897436,0.0062504645113340765
Adama Traoré,0.08433734939759036,0.07368421052631578,0.0062143310082435
Dan Burn,0.06069364161849711,0.1,0.006069364161849711
Craig Dawson,0.06369426751592357,0.09090909090909091,0.005790387955993051
Thiago Silva,0.05747126436781609,0.1,0.005747126436781609
Harrison Reed,0.05974842767295597,0.095,0.005676100628930817
Mohammed Salisu,0.06849315068493152,0.07894736842105263,0.005407354001441962
Michael Olise,0.09508196721311475,0.056862745098039215,0.005406621665059466
Jefferson Lerma,0.07202216066481995,0.07428571428571429,0.005350217649386625
João Moutinho,0.06565656565656566,0.08125,0.00533459595959596
Pascal Struijk,0.05737704918032787,0.0875,0.0050204918032786885
Ben White,0.038348082595870206,0.13,0.004985250737463127
Marc Roca,0.08171206225680934,0.060000000000000005,0.004902723735408561
Eric Dier,0.05111821086261981,0.09411764705882353,0.004811125728246571
Joachim Andersen,0.05825242718446602,0.08181818181818182,0.004766107678729038
James Ward-Prowse,0.06666666666666667,0.06944444444444445,0.004629629629629629
John McGinn,0.0802675585284281,0.05714285714285714,0.004586717630195891
Andrew Robertson,0.04529616724738676,0.1,0.004529616724738676
Reece James,0.07246376811594203,0.0625,0.004528985507246377
Manuel Akanji,0.05118110236220473,0.08666666666666667,0.004435695538057743
John Stones,0.04878048780487805,0.09090909090909091,0.004434589800443459
Trent Alexander-Arnold,0.07384615384615384,0.06,0.00443076923076923
Marc Guéhi,0.04054054054054054,0.10714285714285714,0.004343629343629344
Rayan Aït Nouri,0.05833333333333333,0.06999999999999999,0.004083333333333333
Alex Iwobi,0.06666666666666667,0.05952380952380952,0.003968253968253968
Emerson Palmieri,0.054421768707483,0.07272727272727274,0.003957946815089673
Rúben Neves,0.0835820895522388,0.04666666666666666,0.00390049751243781
Robin Koch,0.042492917847025496,0.08823529411764706,0.0037493751041493086
Jordan Henderson,0.0608695652173913,0.0608695652173913,0.0037051039697542525
Kalidou Koulibaly,0.045,0.08181818181818182,0.0036818181818181815
Lewis Dunk,0.04722222222222222,0.07727272727272727,0.0036489898989898986
Wout Faes,0.03870967741935484,0.0923076923076923,0.0035732009925558313
Pierre Højbjerg,0.0574712643678161,0.06060606060606061,0.003483106931382794
Clément Lenglet,0.044642857142857144,0.07692307692307693,0.0034340659340659344
Armel Bella Kotchap,0.04784688995215311,0.07142857142857142,0.003417634996582365
Pervis Estupiñán,0.05723905723905724,0.05862068965517241,0.0033553930105654243
Max Kilman,0.03542234332425068,0.09285714285714286,0.003289217594394706
Neco Williams,0.06220095693779905,0.052000000000000005,0.0032344497607655507
Rico Henry,0.044444444444444446,0.07272727272727274,0.0032323232323232328
Hakim Ziyech,0.0821917808219178,0.0375,0.0030821917808219177
Weston McKennie,0.05,0.06153846153846154,0.0030769230769230774
Luke Shaw,0.03873239436619719,0.07857142857142858,0.003043259557344065
Oleksandr Zinchenko,0.05957446808510638,0.049999999999999996,0.002978723404255319
Moisés Caicedo,0.04871060171919771,0.060714285714285714,0.0029574293900941464
Ben Davies,0.03937007874015748,0.07142857142857142,0.00281214848143982
Romain Perraud,0.06372549019607844,0.043333333333333335,0.0027614379084967325
Renan Lodi,0.04065040650406504,0.06666666666666667,0.0027100271002710027
João Cancelo,0.05633802816901409,0.047058823529411764,0.0026512013256006633
Kyle Walker-Peters,0.034013605442176874,0.07692307692307693,0.0026164311878597597
Lyanco,0.04580152671755725,0.049999999999999996,0.0022900763358778622
Aymeric Laporte,0.045454545454545456,0.05,0.002272727272727273
Rasmus Nissen,0.03669724770642202,0.06153846153846154,0.0022582921665490474
Declan Rice,0.04395604395604396,0.047058823529411764,0.002068519715578539
Álex Moreno,0.040540540540540536,0.04615384615384615,0.0018711018711018708
Enzo Fernández,0.04651162790697675,0.04,0.00186046511627907
Cheick Doucouré,0.04545454545454545,0.03888888888888889,0.0017676767676767676
Kieran Trippier,0.02425876010781671,0.0642857142857143,0.0015594917212167889
Kenny Tete,0.02456140350877193,0.05384615384615384,0.0013225371120107962
Tosin Adarabioyo,0.030172413793103446,0.04375,0.0013200431034482757
Youri Tielemans,0.03461538461538462,0.03333333333333333,0.001153846153846154
Thiago Alcántara,0.02877697841726619,0.04,0.0011510791366906475
Idrissa Gana Gueye,0.024475524475524472,0.04666666666666666,0.001142191142191142
Lisandro Martínez,0.02127659574468085,0.05,0.0010638297872340426
Fabinho,0.02356902356902357,0.03888888888888889,0.000916573138795361
Vitaliy Mykolenko,0.01694915254237288,0.05,0.0008474576271186442
Ashley Young,0.022123893805309734,0.03333333333333333,0.0007374631268436578
Aaron Hickey,0.018779342723004695,0.03636363636363637,0.0006828851899274436
Roméo Lavia,0.016194331983805668,0.03333333333333333,0.0005398110661268556
